0 leadconcept : Precision:: 0.0, Recall:: 0.0
486 maraz2013 : Precision:: 0.0, Recall:: 0.0
487 DonDextrous : Precision:: 0.0, Recall:: 0.0
488 minimalpix : Precision:: 0.0, Recall:: 0.0
489 ntandodlodlo : Precision:: 0.0, Recall:: 0.0
490 lokjaiswal12 : Precision:: 0.0, Recall:: 0.0
491 jhliuster : Precision:: 0.0, Recall:: 0.0
492 textar : Precision:: 0.0, Recall:: 0.0
493 praveencp : Precision:: 0.0, Recall:: 0.0
494 lynchman100 : Precision:: 0.1, Recall:: 0.2
495 showpnoshiriit : Precision:: 0.0, Recall:: 0.0
496 Speedycom : Precision:: 0.0, Recall:: 0.0
497 titanium009 : Precision:: 0.0, Recall:: 0.0
498 nitishthelegend : Precision:: 0.0, Recall:: 0.0
499 chahargurdeep : Precision:: 0.0, Recall:: 0.0
500 ChinaSkywalker : Precision:: 0.0, Recall:: 0.0
501 contact2phpsl : Precision:: 0.0, Recall:: 0.0
502 scubadive : Precision:: 0.0, Recall:: 0.0
503 dablu11 : Precision:: 0.0, Recall:: 0.0
504 theenggprojects : Precision:: 0.0, Recall:: 0.0
505 debiaus : Precision:: 0.0, Recall:: 0.0
506 Hjonline : Precision:: 0.0, Recall:: 0.0
507 NEEMISH : Precision:: 0.0, Recall:: 0.0
508 staticdesigner : Precision:: 0.0, Recall:: 0.0
509 subhomayb : Precision:: 0.0, Recall:: 0.0
510 arhamsoftltd : Precision:: 0.0, Recall:: 0.0
511 CookAmir : Precision:: 0.0, Recall:: 0.0
512 zumbamylife : Precision:: 0.0, Recall:: 0.0
513 dannygorny : Precision:: 0.14285714285714285, Recall:: 0.2
514 gabrielmirandha : Precision:: 0.0, Recall:: 0.0
515 Kaince : Precision:: 0.0, Recall:: 0.0
516 ARTICLEYOUWANT : Precision:: 0.1, Recall:: 0.2
517 thesmartdigitals : Precision:: 0.0, Recall:: 0.0
518 technotrust : Precision:: 0.0, Recall:: 0.0
519 tzo : Precision:: 0.0, Recall:: 0.0
520 FirstChoiceWeb : Precision:: 0.0, Recall:: 0.0
521 kaloyan13 : Precision:: 0.0, Recall:: 0.0
522 techwelfare : Precision:: 0.0, Recall:: 0.0
523 soniadhariwal : Precision:: 0.0, Recall:: 0.0
524 Grupo83 : Precision:: 0.0, Recall:: 0.0
525 qualitycontent1 : Precision:: 0.0, Recall:: 0.0
526 DicorDesign : Precision:: 0.0, Recall:: 0.0
527 DicorDesign : Precision:: 0.0, Recall:: 0.0
528 FreelancerN70 : Precision:: 0.0, Recall:: 0.0
529 dreamci : Precision:: 0.0, Recall:: 0.0
530 smileitsolu : Precision:: 0.0, Recall:: 0.0
531 AndryNik : Precision:: 0.0, Recall:: 0.0
532 verdero : Precision:: 0.0, Recall:: 0.0
533 danbodesign : Precision:: 0.0, Recall:: 0.0
534 livegoodlife : Precision:: 0.0, Recall:: 0.0
535 waverick : Precision:: 0.0, Recall:: 0.0
536 vongueart : Precision:: 0.0, Recall:: 0.0
537 nashid1234 : Precision:: 0.0, Recall:: 0.0
538 anthonioez : Precision:: 0.0, Recall:: 0.0
539 georgesaad : Precision:: 0.0, Recall:: 0.0
540 A1Writing : Precision:: 0.0, Recall:: 0.0
541 tndesigner : Precision:: 0.0, Recall:: 0.0
542 vickycolt : Precision:: 0.0, Recall:: 0.0
543 chaklalajob : Precision:: 0.0, Recall:: 0.0
544 shMaker : Precision:: 0.0, Recall:: 0.0
545 saykor : Precision:: 0.0, Recall:: 0.0
546 jorgeromero3d : Precision:: 0.0, Recall:: 0.0
547 momodaro : Precision:: 0.0, Recall:: 0.0
548 dessinlab : Precision:: 0.0, Recall:: 0.0
549 neethum : Precision:: 0.0, Recall:: 0.0
550 julia1506 : Precision:: 0.0, Recall:: 0.0
551 marsalank : Precision:: 0.0, Recall:: 0.0
552 durgeshsindhi : Precision:: 0.0, Recall:: 0.0
553 Meagan26 : Precision:: 0.0, Recall:: 0.0
554 dezignercoder : Precision:: 0.0, Recall:: 0.0
555 websiteforyou : Precision:: 0.0, Recall:: 0.0
556 kevig : Precision:: 0.0, Recall:: 0.0
557 nomi2009 : Precision:: 0.0, Recall:: 0.0
558 PhpYouth : Precision:: 0.0, Recall:: 0.0
559 Dhruvika111 : Precision:: 0.0, Recall:: 0.0
560 narendra1 : Precision:: 0.0, Recall:: 0.0
561 wattabass : Precision:: 0.0, Recall:: 0.0
562 OwnersPride1 : Precision:: 0.0, Recall:: 0.0
563 ahmedhamdypop : Precision:: 0.0, Recall:: 0.0
564 CodeInformatics : Precision:: 0.0, Recall:: 0.0
565 virtual7 : Precision:: 0.0, Recall:: 0.0
566 expertatwork : Precision:: 0.0, Recall:: 0.0
567 taher040404 : Precision:: 0.0, Recall:: 0.0
568 yalossolutions : Precision:: 0.0, Recall:: 0.0
569 kzl : Precision:: 0.0, Recall:: 0.0
570 Precioussco : Precision:: 0.0, Recall:: 0.0
571 marwenos002 : Precision:: 0.0, Recall:: 0.0
572 JulijanAndjelic : Precision:: 0.0, Recall:: 0.0
573 Ibrahim185 : Precision:: 0.0, Recall:: 0.0
574 creativedesign06 : Precision:: 0.0, Recall:: 0.0
575 AvtomatAK : Precision:: 0.0, Recall:: 0.0
576 responsivesite : Precision:: 0.0, Recall:: 0.0
577 ebluesoft : Precision:: 0.0, Recall:: 0.0
578 SICS : Precision:: 0.0, Recall:: 0.0
579 super2lao : Precision:: 0.0, Recall:: 0.0
580 MuradMurad : Precision:: 0.0, Recall:: 0.0
581 Churaliya : Precision:: 0.0, Recall:: 0.0
582 Arsen68 : Precision:: 0.0, Recall:: 0.0
583 MoleLR : Precision:: 0.1, Recall:: 0.2
584 itssabya : Precision:: 0.0, Recall:: 0.0
585 AspenProjects : Precision:: 0.0, Recall:: 0.0
586 aryamaity : Precision:: 0.0, Recall:: 0.0
587 belgasoft : Precision:: 0.0, Recall:: 0.0
588 jimrejnor : Precision:: 0.0, Recall:: 0.0
589 Rakibul2010islam : Precision:: 0.0, Recall:: 0.0
590 CesarPardo : Precision:: 0.0, Recall:: 0.0
591 emilan : Precision:: 0.0, Recall:: 0.0
592 jeanniefreelance : Precision:: 0.0, Recall:: 0.0
593 webscrapinggurus : Precision:: 0.0, Recall:: 0.0
594 Pravin656 : Precision:: 0.0, Recall:: 0.0
595 kartnip : Precision:: 0.0, Recall:: 0.0
596 chander1980 : Precision:: 0.0, Recall:: 0.0
597 JinGe61 : Precision:: 0.0, Recall:: 0.0
598 rsen75 : Precision:: 0.0, Recall:: 0.0
599 pointlesspixels : Precision:: 0.0, Recall:: 0.0
600 worldexplorer : Precision:: 0.0, Recall:: 0.0
601 pbobek : Precision:: 0.0, Recall:: 0.0
602 datasolutionind : Precision:: 0.0, Recall:: 0.0
603 DrFreelancer2012 : Precision:: 0.0, Recall:: 0.0
604 nicky789 : Precision:: 0.0, Recall:: 0.0
605 maksocean : Precision:: 0.0, Recall:: 0.0
606 mentor11 : Precision:: 0.0, Recall:: 0.0
607 airijusksevickas : Precision:: 0.0, Recall:: 0.0
608 thenomobs : Precision:: 0.0, Recall:: 0.0
609 suarezweb : Precision:: 0.0, Recall:: 0.0
610 artxpro : Precision:: 0.0, Recall:: 0.0
611 realimaginations : Precision:: 0.0, Recall:: 0.0
612 cobrabb : Precision:: 0.0, Recall:: 0.0
613 Predan : Precision:: 0.0, Recall:: 0.0
614 CARLOSHUGGINS : Precision:: 0.0, Recall:: 0.0
615 strongsoft : Precision:: 0.0, Recall:: 0.0
616 GLZ : Precision:: 0.0, Recall:: 0.0
617 blacktee011 : Precision:: 0.0, Recall:: 0.0
618 akmal181 : Precision:: 0.5, Recall:: 0.8
619 MissClaire : Precision:: 0.0, Recall:: 0.0
620 phpvsme : Precision:: 0.0, Recall:: 0.0
621 popovicerik : Precision:: 0.0, Recall:: 0.0
622 atterlep : Precision:: 0.0, Recall:: 0.0
623 cyberdesignro : Precision:: 0.0, Recall:: 0.0
624 Tamara098 : Precision:: 0.0, Recall:: 0.0
625 DLSnead : Precision:: 0.0, Recall:: 0.0
626 infinitysky : Precision:: 0.0, Recall:: 0.0
627 highfliercnr : Precision:: 0.0, Recall:: 0.0
628 aneeshsasidharan : Precision:: 0.0, Recall:: 0.0
629 Zapnet : Precision:: 0.0, Recall:: 0.0
630 softlinkage : Precision:: 0.0, Recall:: 0.0
631 mgliviu : Precision:: 0.0, Recall:: 0.0
632 bgeorge : Precision:: 0.0, Recall:: 0.0
633 thindo : Precision:: 0.0, Recall:: 0.0
634 SashaPunch : Precision:: 0.0, Recall:: 0.0
635 saligra : Precision:: 0.0, Recall:: 0.0
636 ThesisPaper : Precision:: 0.0, Recall:: 0.0
637 sparkingboy2010 : Precision:: 0.0, Recall:: 0.0
638 Kalokairi : Precision:: 0.0, Recall:: 0.0
639 marasinghe82 : Precision:: 0.0, Recall:: 0.0
640 MimiFL : Precision:: 0.0, Recall:: 0.0
641 Instantsolutions : Precision:: 0.0, Recall:: 0.0
642 codemaster7 : Precision:: 0.0, Recall:: 0.0
643 weaji : Precision:: 0.0, Recall:: 0.0
644 truongnguyen86 : Precision:: 0.0, Recall:: 0.0
645 duzy : Precision:: 0.0, Recall:: 0.0
646 redsparkinfo : Precision:: 0.0, Recall:: 0.0
647 metaexcel : Precision:: 0.0, Recall:: 0.0
648 cromps : Precision:: 0.0, Recall:: 0.0
649 seoface : Precision:: 0.0, Recall:: 0.0
650 kshdesigns : Precision:: 0.0, Recall:: 0.0
651 jinmingli85 : Precision:: 0.0, Recall:: 0.0
652 ecomscripts : Precision:: 0.0, Recall:: 0.0
653 prosenjit1ghosh : Precision:: 0.0, Recall:: 0.0
654 shrawan21 : Precision:: 0.0, Recall:: 0.0
655 programatphp : Precision:: 0.0, Recall:: 0.0
656 indraDhe : Precision:: 0.0, Recall:: 0.0
657 Manojm2 : Precision:: 0.0, Recall:: 0.0
658 sanaaomrany : Precision:: 0.0, Recall:: 0.0
659 airbrusheskid : Precision:: 0.0, Recall:: 0.0
660 anuyadav1 : Precision:: 0.0, Recall:: 0.0
661 RockingExpert : Precision:: 0.0, Recall:: 0.0
662 vandyimp : Precision:: 0.0, Recall:: 0.0
663 pkcyber : Precision:: 0.0, Recall:: 0.0
664 WPGuruShujon : Precision:: 0.0, Recall:: 0.0
665 guncia3 : Precision:: 0.0, Recall:: 0.0
666 abdoosilver : Precision:: 0.0, Recall:: 0.0
667 gullwebsolutions : Precision:: 0.0, Recall:: 0.0
668 tusharimran5658 : Precision:: 0.0, Recall:: 0.0
669 hrarcon : Precision:: 0.0, Recall:: 0.0
670 moeedarif : Precision:: 0.0, Recall:: 0.0
671 wwasowski : Precision:: 0.0, Recall:: 0.0
672 zemodo : Precision:: 0.0, Recall:: 0.0
673 anmoltech : Precision:: 0.0, Recall:: 0.0
674 lemoncurd : Precision:: 0.0, Recall:: 0.0
675 SorinaLaura : Precision:: 0.0, Recall:: 0.0
676 astica : Precision:: 0.0, Recall:: 0.0
677 bhawanbaweja : Precision:: 0.0, Recall:: 0.0
678 Nenad1526 : Precision:: 0.0, Recall:: 0.0
679 sachindradasun : Precision:: 0.0, Recall:: 0.0
680 eezarticles : Precision:: 0.1111111111111111, Recall:: 0.2
681 carverbell : Precision:: 0.0, Recall:: 0.0
682 kirisofocles : Precision:: 0.0, Recall:: 0.0
683 phpdeveloper100 : Precision:: 0.0, Recall:: 0.0
684 kamalkpaleti : Precision:: 0.0, Recall:: 0.0
685 vishnuremesh : Precision:: 0.0, Recall:: 0.0
686 abhi3d : Precision:: 0.0, Recall:: 0.0
687 saseow : Precision:: 0.0, Recall:: 0.0
688 allblue : Precision:: 0.0, Recall:: 0.0
689 rockerstech : Precision:: 0.0, Recall:: 0.0
690 sohelancer : Precision:: 0.0, Recall:: 0.0
691 uumairkhalid : Precision:: 0.0, Recall:: 0.0
692 zhangming12 : Precision:: 0.0, Recall:: 0.0
693 oscworker : Precision:: 0.0, Recall:: 0.0
694 prominentsoft : Precision:: 0.0, Recall:: 0.0
695 elmalak : Precision:: 0.0, Recall:: 0.0
696 Paridhie : Precision:: 0.0, Recall:: 0.0
697 vladimirsozolins : Precision:: 0.0, Recall:: 0.0
698 auroramedia06 : Precision:: 0.0, Recall:: 0.0
699 shawondiu07 : Precision:: 0.0, Recall:: 0.0
700 webcreativemind : Precision:: 0.0, Recall:: 0.0
701 RITESHBATHWAL : Precision:: 0.0, Recall:: 0.0
702 LouieJayO : Precision:: 0.0, Recall:: 0.0
703 gianglh2011 : Precision:: 0.0, Recall:: 0.0
704 ZeusMan : Precision:: 0.0, Recall:: 0.0
705 Lee2133 : Precision:: 0.0, Recall:: 0.0
706 eiinfotechnology : Precision:: 0.0, Recall:: 0.0
707 trisnaapurbo : Precision:: 0.0, Recall:: 0.0
708 GeWar : Precision:: 0.0, Recall:: 0.0
709 adicaza : Precision:: 0.0, Recall:: 0.0
710 zhunyingli : Precision:: 0.0, Recall:: 0.0
711 AbixSoft : Precision:: 0.0, Recall:: 0.0
712 RWSteeds : Precision:: 0.0, Recall:: 0.0
713 kingjoon : Precision:: 0.0, Recall:: 0.0
714 fecodi : Precision:: 0.0, Recall:: 0.0
715 RubenDev : Precision:: 0.0, Recall:: 0.0
716 cwsolutionz : Precision:: 0.0, Recall:: 0.0
717 alexisbigcas11 : Precision:: 0.0, Recall:: 0.0
718 AllanFreelancer : Precision:: 0.0, Recall:: 0.0
719 artnimator : Precision:: 0.0, Recall:: 0.0
720 webexpert0102 : Precision:: 0.0, Recall:: 0.0
721 webexpert0102 : Precision:: 0.0, Recall:: 0.0
722 Sampk2002 : Precision:: 0.0, Recall:: 0.0
723 TouchTunisie : Precision:: 0.0, Recall:: 0.0
724 webworksleela : Precision:: 0.0, Recall:: 0.0
725 OutsourcingIT : Precision:: 0.0, Recall:: 0.0
726 raywind : Precision:: 0.0, Recall:: 0.0
727 Midlander : Precision:: 0.3, Recall:: 0.6
728 navneet008 : Precision:: 0.0, Recall:: 0.0
729 dotphp : Precision:: 0.0, Recall:: 0.0
730 dev3dworx : Precision:: 0.0, Recall:: 0.0
731 dev3dworx : Precision:: 0.0, Recall:: 0.0
732 jinug : Precision:: 0.0, Recall:: 0.0
733 moumitadas2222 : Precision:: 0.1111111111111111, Recall:: 0.2
734 extremeseo2020 : Precision:: 0.0, Recall:: 0.0
735 vinhquy : Precision:: 0.0, Recall:: 0.0
736 eica : Precision:: 0.0, Recall:: 0.0
737 Lucyvh : Precision:: 0.0, Recall:: 0.0
738 sarraa : Precision:: 0.0, Recall:: 0.0
739 vitorteixeira : Precision:: 0.0, Recall:: 0.0
740 tomaszszulc : Precision:: 0.0, Recall:: 0.0
741 zhaozw : Precision:: 0.0, Recall:: 0.0
742 zahedkamal87 : Precision:: 0.0, Recall:: 0.0
743 JoeLtheMaster : Precision:: 0.0, Recall:: 0.0
744 kiutisuperking : Precision:: 0.0, Recall:: 0.0
745 AshtonBRSC : Precision:: 0.0, Recall:: 0.0
746 FireStorm3D : Precision:: 0.0, Recall:: 0.0
747 vnssolution : Precision:: 0.0, Recall:: 0.0
748 chuanshiqui : Precision:: 0.0, Recall:: 0.0
749 DaniMedia : Precision:: 0.0, Recall:: 0.0
750 ajdezignz : Precision:: 0.0, Recall:: 0.0
751 RafNancy : Precision:: 0.0, Recall:: 0.0
752 mggrafik : Precision:: 0.0, Recall:: 0.0
753 anngocphan : Precision:: 0.0, Recall:: 0.0
754 barinix : Precision:: 0.0, Recall:: 0.0
755 MinaMakar : Precision:: 0.0, Recall:: 0.0
756 abrahmatan : Precision:: 0.0, Recall:: 0.0
757 buitrang84 : Precision:: 0.0, Recall:: 0.0
758 SstatsC : Precision:: 0.0, Recall:: 0.0
759 Frackn : Precision:: 0.0, Recall:: 0.0
760 awanshafaat : Precision:: 0.0, Recall:: 0.0
761 sararubabkhan : Precision:: 0.0, Recall:: 0.0
762 MforDARK : Precision:: 0.1, Recall:: 0.2
763 codeplayers365 : Precision:: 0.0, Recall:: 0.0
764 lemontage : Precision:: 0.0, Recall:: 0.0
765 fashionsoft : Precision:: 0.0, Recall:: 0.0
766 PrajwalShetty : Precision:: 0.0, Recall:: 0.0
767 Reza2012 : Precision:: 0.0, Recall:: 0.0
768 opencartBOSS : Precision:: 0.0, Recall:: 0.0
769 gridou : Precision:: 0.0, Recall:: 0.0
770 vrcoder : Precision:: 0.0, Recall:: 0.0
771 InfinityGD : Precision:: 0.0, Recall:: 0.0
772 arkac : Precision:: 0.0, Recall:: 0.0
773 BalbinoMartinez : Precision:: 0.0, Recall:: 0.0
774 interfinettech : Precision:: 0.0, Recall:: 0.0
775 viktorbublic : Precision:: 0.0, Recall:: 0.0
776 mdakteruzzaman : Precision:: 0.0, Recall:: 0.0
777 newnel4tle : Precision:: 0.0, Recall:: 0.0
778 jfami : Precision:: 0.0, Recall:: 0.0
779 AnakinRyan : Precision:: 0.0, Recall:: 0.0
780 shipanmm : Precision:: 0.0, Recall:: 0.0
781 malviyamanish : Precision:: 0.0, Recall:: 0.0
782 krawtani : Precision:: 0.0, Recall:: 0.0
783 ReflexJustin : Precision:: 0.0, Recall:: 0.0
784 helixnebula2010 : Precision:: 0.0, Recall:: 0.0
785 Arjun1106 : Precision:: 0.0, Recall:: 0.0
786 hemsingh1 : Precision:: 0.0, Recall:: 0.0
787 visioninfotech76 : Precision:: 0.0, Recall:: 0.0
788 visioninfotech76 : Precision:: 0.0, Recall:: 0.0
789 Sandiya : Precision:: 0.0, Recall:: 0.0
790 ayogairsyad : Precision:: 0.0, Recall:: 0.0
791 pablotorres : Precision:: 0.0, Recall:: 0.0
792 joomsavvy : Precision:: 0.0, Recall:: 0.0
793 HyderBangash : Precision:: 0.0, Recall:: 0.0
794 odindarkmoor : Precision:: 0.0, Recall:: 0.0
795 adnanbahrian : Precision:: 0.0, Recall:: 0.0
796 profyguy : Precision:: 0.0, Recall:: 0.0
797 karunakartiwari : Precision:: 0.0, Recall:: 0.0
798 focused : Precision:: 0.0, Recall:: 0.0
799 sagorak47 : Precision:: 0.0, Recall:: 0.0
800 truongminhsong : Precision:: 0.0, Recall:: 0.0
801 tatapuiu : Precision:: 0.0, Recall:: 0.0
802 w3esolutions : Precision:: 0.0, Recall:: 0.0
803 Riseseo1 : Precision:: 0.2, Recall:: 0.4
804 Jeet81 : Precision:: 0.0, Recall:: 0.0
805 Jeet81 : Precision:: 0.0, Recall:: 0.0
806 waleed89 : Precision:: 0.0, Recall:: 0.0
807 jawadakr : Precision:: 0.0, Recall:: 0.0
808 adutzu07 : Precision:: 0.0, Recall:: 0.0
809 hasance06 : Precision:: 0.0, Recall:: 0.0
810 gertone : Precision:: 0.1, Recall:: 0.2
811 Batista111 : Precision:: 0.0, Recall:: 0.0
812 sunil8986 : Precision:: 0.0, Recall:: 0.0
813 kkroz : Precision:: 0.0, Recall:: 0.0
814 kkroz : Precision:: 0.0, Recall:: 0.0
815 claudialeclercq : Precision:: 0.0, Recall:: 0.0
816 mmadi : Precision:: 0.0, Recall:: 0.0
817 rainbowfeats : Precision:: 0.0, Recall:: 0.0
818 foxytechnology : Precision:: 0.0, Recall:: 0.0
819 tretanz : Precision:: 0.0, Recall:: 0.0
820 adamchapman : Precision:: 0.0, Recall:: 0.0
821 vinothsethu : Precision:: 0.0, Recall:: 0.0
822 mirceawork : Precision:: 0.0, Recall:: 0.0
823 kongxiangjia : Precision:: 0.0, Recall:: 0.0
824 SEOINFOBEANS : Precision:: 0.0, Recall:: 0.0
825 Fernandes1119 : Precision:: 0.0, Recall:: 0.0
826 deepali111 : Precision:: 0.0, Recall:: 0.0
827 indofxlancer : Precision:: 0.0, Recall:: 0.0
828 Rafatifard : Precision:: 0.0, Recall:: 0.0
829 phpdeveloper11 : Precision:: 0.0, Recall:: 0.0
830 jagrutibhadani : Precision:: 0.0, Recall:: 0.0
831 Indispensable : Precision:: 0.0, Recall:: 0.0
832 theproper : Precision:: 0.0, Recall:: 0.0
833 pyasipallavi : Precision:: 0.0, Recall:: 0.0
834 stonedesigner : Precision:: 0.0, Recall:: 0.0
835 hcpldir : Precision:: 0.0, Recall:: 0.0
836 adstyling : Precision:: 0.0, Recall:: 0.0
837 delphi429 : Precision:: 0.0, Recall:: 0.0
838 netmente : Precision:: 0.0, Recall:: 0.0
839 Apsingh1278 : Precision:: 0.0, Recall:: 0.0
840 gjinfotech004 : Precision:: 0.0, Recall:: 0.0
841 quang102 : Precision:: 0.0, Recall:: 0.0
842 flowidea : Precision:: 0.0, Recall:: 0.0
843 joracardan1 : Precision:: 0.0, Recall:: 0.0
844 webspaceit : Precision:: 0.0, Recall:: 0.0
845 ashishicfai : Precision:: 0.0, Recall:: 0.0
846 samfussion : Precision:: 0.0, Recall:: 0.0
847 CADWORX : Precision:: 0.0, Recall:: 0.0
848 web365z : Precision:: 0.0, Recall:: 0.0
849 Jean1227 : Precision:: 0.0, Recall:: 0.0
850 DebasisB : Precision:: 0.0, Recall:: 0.0
851 Moesaif : Precision:: 0.0, Recall:: 0.0
852 jq404 : Precision:: 0.0, Recall:: 0.0
853 BannerGuru : Precision:: 0.0, Recall:: 0.0
854 andyseo : Precision:: 0.0, Recall:: 0.0
855 Pradeepj5061 : Precision:: 0.0, Recall:: 0.0
856 rakib062 : Precision:: 0.0, Recall:: 0.0
857 teenasethi : Precision:: 0.0, Recall:: 0.0
858 appers : Precision:: 0.0, Recall:: 0.0
859 SiroosJafary : Precision:: 0.0, Recall:: 0.0
860 Sayaltechnology : Precision:: 0.0, Recall:: 0.0
861 swmcdonnell : Precision:: 0.0, Recall:: 0.0
862 codetrance : Precision:: 0.0, Recall:: 0.0
863 VikashThecoder : Precision:: 0.0, Recall:: 0.0
864 sarahlouise23 : Precision:: 0.0, Recall:: 0.0
865 MasterF : Precision:: 0.0, Recall:: 0.0
866 QualityFlash : Precision:: 0.0, Recall:: 0.0
867 ayubouhait : Precision:: 0.0, Recall:: 0.0
868 Shumaila27 : Precision:: 0.0, Recall:: 0.0
869 c4chamod : Precision:: 0.0, Recall:: 0.0
870 soudgcombr : Precision:: 0.0, Recall:: 0.0
871 vntimestop : Precision:: 0.0, Recall:: 0.0
872 udaysgh : Precision:: 0.0, Recall:: 0.0
873 djt72 : Precision:: 0.0, Recall:: 0.0
874 ForeignTree : Precision:: 0.0, Recall:: 0.0
875 maleo : Precision:: 0.0, Recall:: 0.0
876 vndreamteam : Precision:: 0.0, Recall:: 0.0
877 kingryanrobles22 : Precision:: 0.0, Recall:: 0.0
878 MAMDesigns : Precision:: 0.0, Recall:: 0.0
879 rakeshyadav91 : Precision:: 0.0, Recall:: 0.0
880 innovera : Precision:: 0.0, Recall:: 0.0
881 thecooldesigner : Precision:: 0.0, Recall:: 0.0
882 xerobug : Precision:: 0.0, Recall:: 0.0
883 xerobug : Precision:: 0.0, Recall:: 0.0
884 shaileshpatil17 : Precision:: 0.0, Recall:: 0.0
885 mamer67 : Precision:: 0.0, Recall:: 0.0
886 mrfixersl : Precision:: 0.0, Recall:: 0.0
887 denep : Precision:: 0.0, Recall:: 0.0
888 acampoadrian : Precision:: 0.0, Recall:: 0.0
889 ifcodes : Precision:: 0.0, Recall:: 0.0
890 prajapat : Precision:: 0.0, Recall:: 0.0
891 jifftech : Precision:: 0.0, Recall:: 0.0
892 vernequeneto : Precision:: 0.0, Recall:: 0.0
893 paris2785 : Precision:: 0.0, Recall:: 0.0
894 NostroDev : Precision:: 0.0, Recall:: 0.0
895 willianslino : Precision:: 0.0, Recall:: 0.0
896 klikrz : Precision:: 0.0, Recall:: 0.0
897 Kzm : Precision:: 0.0, Recall:: 0.0
898 patrikszeder : Precision:: 0.0, Recall:: 0.0
899 jonathan2k10 : Precision:: 0.0, Recall:: 0.0
900 fizpunk : Precision:: 0.0, Recall:: 0.0
901 sigmason : Precision:: 0.0, Recall:: 0.0
902 hungndl : Precision:: 0.0, Recall:: 0.0
903 nguyenhoaivan1 : Precision:: 0.0, Recall:: 0.0
904 M5L2764K : Precision:: 0.0, Recall:: 0.0
905 seby90 : Precision:: 0.0, Recall:: 0.0
906 semstar : Precision:: 0.0, Recall:: 0.0
907 taranakano : Precision:: 0.0, Recall:: 0.0
908 Tinaxu : Precision:: 0.0, Recall:: 0.0
909 sakdeanSahel : Precision:: 0.0, Recall:: 0.0
910 snuvaa : Precision:: 0.0, Recall:: 0.0
911 snuvaa : Precision:: 0.0, Recall:: 0.0
912 rana37 : Precision:: 0.0, Recall:: 0.0
913 Hossain99 : Precision:: 0.0, Recall:: 0.0
914 TnPRO : Precision:: 0.0, Recall:: 0.0
915 viworld : Precision:: 0.0, Recall:: 0.0
916 umamaheswararao3 : Precision:: 0.0, Recall:: 0.0
917 Pixelartz : Precision:: 0.0, Recall:: 0.0
918 tsiamboulas : Precision:: 0.0, Recall:: 0.0
919 vladimirG : Precision:: 0.4, Recall:: 0.8
920 faialeem : Precision:: 0.0, Recall:: 0.0
921 pkapil : Precision:: 0.0, Recall:: 0.0
922 bistanil98 : Precision:: 0.0, Recall:: 0.0
923 minhtridn2001 : Precision:: 0.0, Recall:: 0.0
924 shabanehsan : Precision:: 0.0, Recall:: 0.0
925 edvans : Precision:: 0.0, Recall:: 0.0
926 ognjen011 : Precision:: 0.0, Recall:: 0.0
927 majidpervaiz : Precision:: 0.0, Recall:: 0.0
928 dondonhilvano : Precision:: 0.0, Recall:: 0.0
929 caffeine2php : Precision:: 0.0, Recall:: 0.0
930 hossainart : Precision:: 0.0, Recall:: 0.0
931 sauerkraut : Precision:: 0.0, Recall:: 0.0
932 nxtgenart : Precision:: 0.0, Recall:: 0.0
933 shaouraav : Precision:: 0.0, Recall:: 0.0
934 skthewebmaster : Precision:: 0.0, Recall:: 0.0
935 peterbra : Precision:: 0.0, Recall:: 0.0
936 maxpl : Precision:: 0.0, Recall:: 0.0
937 mindstiente : Precision:: 0.0, Recall:: 0.0
938 Ekaterina5 : Precision:: 0.0, Recall:: 0.0
939 jtutaj : Precision:: 0.0, Recall:: 0.0
940 indianachu : Precision:: 0.0, Recall:: 0.0
941 shahnawazsibi : Precision:: 0.0, Recall:: 0.0
942 guruofgraphic : Precision:: 0.0, Recall:: 0.0
943 softwaresol4u : Precision:: 0.0, Recall:: 0.0
944 jitendrakushwaha : Precision:: 0.0, Recall:: 0.0
945 jitendrakushwaha : Precision:: 0.0, Recall:: 0.0
946 Othello1 : Precision:: 0.0, Recall:: 0.0
947 Techizer : Precision:: 0.0, Recall:: 0.0
948 Blueworld : Precision:: 0.0, Recall:: 0.0
949 krepesh : Precision:: 0.0, Recall:: 0.0
950 copywriteforyou : Precision:: 0.0, Recall:: 0.0
951 jmguillot : Precision:: 0.0, Recall:: 0.0
952 Kirdein : Precision:: 0.0, Recall:: 0.0
953 technicalhouse : Precision:: 0.0, Recall:: 0.0
954 saryanulik : Precision:: 0.0, Recall:: 0.0
955 sayedphp : Precision:: 0.0, Recall:: 0.0
956 pratham2003 : Precision:: 0.0, Recall:: 0.0
957 zeke : Precision:: 0.0, Recall:: 0.0
958 SalmanAly : Precision:: 0.0, Recall:: 0.0
959 Starmer : Precision:: 0.0, Recall:: 0.0
960 YongJa : Precision:: 0.0, Recall:: 0.0
961 KathrineJelstad : Precision:: 0.0, Recall:: 0.0
962 delcasda : Precision:: 0.0, Recall:: 0.0
963 rajivb : Precision:: 0.0, Recall:: 0.0
964 socialbird47 : Precision:: 0.0, Recall:: 0.0
965 panafff : Precision:: 0.0, Recall:: 0.0
966 h3nryjacks0n : Precision:: 0.0, Recall:: 0.0
967 chris83gr : Precision:: 0.0, Recall:: 0.0
968 softwaresamurai : Precision:: 0.0, Recall:: 0.0
969 irmina : Precision:: 0.0, Recall:: 0.0
970 Stanislava21 : Precision:: 0.3333333333333333, Recall:: 0.2
